trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
2,0,384,385,0.7761201401437374,2.3099945663904307,tricycle,StraightCross,red-light running
10,0,9263,9264,0.9313772471337142,2.071368699785572,tricycle,StraightCross,No violation of traffic lights
14,51,482,432,1.6917712653310482,4.083041097193156,car,StraightCross,No violation of traffic lights
16,164,512,349,1.9545047799341222,5.144742726368435,car,StraightCross,No violation of traffic lights
17,205,533,329,1.784413255042342,4.511677217567544,car,StraightCross,No violation of traffic lights
18,215,406,192,0.7173908376836299,1.7041597142700657,bicycle,StraightCross,red-light running
20,285,466,182,1.8163077499192355,4.634923640804358,car,StraightCross,No violation of traffic lights
23,407,507,101,1.801264003228304,4.639253320236674,car,StraightCross,No violation of traffic lights
24,409,487,79,1.8656697910786313,4.777685167466612,car,StraightCross,No violation of traffic lights
25,437,584,148,0.6886611968164309,1.5890787858736373,motorcycle,StraightCross,No violation of traffic lights
31,518,586,69,1.7352770569195037,4.391612058589463,car,StraightCross,No violation of traffic lights
33,595,794,200,0.7091047675105542,1.6538452628940616,motorcycle,StraightCross,red-light running
36,621,704,84,0.7957503849615127,1.9939780254409345,motorcycle,StraightCross,red-light running
40,877,1255,379,1.7732371288334294,4.588640816853065,car,StraightCross,No violation of traffic lights
46,1015,1173,159,1.7040610663866866,4.296890603273177,car,StraightCross,No violation of traffic lights
47,1019,1156,138,0.6894988259999804,1.608568290617111,motorcycle,StraightCross,No violation of traffic lights
49,1086,1379,294,0.7641997928124244,1.7151875298356305,motorcycle,StraightCross,red-light running
50,1155,1231,77,1.8990458337876155,4.7462045852215535,car,StraightCross,No violation of traffic lights
52,1185,1503,319,0.9307142803117915,1.833447447310377,motorcycle,StraightCross,No violation of traffic lights
53,1206,1271,66,1.8448794465428364,4.9140811732431775,car,StraightCross,No violation of traffic lights
54,1210,1305,96,0.715562921177503,1.7054156998625878,motorcycle,StraightCross,No violation of traffic lights
55,1212,1387,176,0.7329465757788816,1.5639154564175166,motorcycle,StraightCross,red-light running
