trackId,initialFrame,finalFrame,Frame_nums,class
P1,168,852,685,pedestrian
P2,0,111,112,pedestrian
P3,0,44,45,pedestrian
P4,79,227,149,pedestrian
P5,137,329,193,pedestrian
P6,213,308,96,pedestrian
P7,257,730,474,pedestrian
P8,386,397,12,pedestrian
P9,559,803,245,pedestrian
P10,552,586,35,pedestrian
P11,566,744,179,pedestrian
P12,560,881,322,pedestrian
P13,545,945,401,pedestrian
P14,851,876,26,pedestrian
P15,1032,1604,573,pedestrian
P16,1407,1692,286,pedestrian
P17,1400,1677,278,pedestrian
P18,1439,1693,255,pedestrian
P19,1481,1666,186,pedestrian
P20,1678,1705,28,pedestrian
P21,2148,2395,248,pedestrian
P22,2102,2398,297,pedestrian
P23,2405,2418,14,pedestrian
P24,2429,2692,264,pedestrian
P25,2415,2428,14,pedestrian
P26,2434,2449,16,pedestrian
P27,2604,2689,86,pedestrian
P28,3178,3714,537,pedestrian
P29,3855,3876,22,pedestrian
P30,3905,3941,37,pedestrian
P31,3996,4236,241,pedestrian
P32,4036,4089,54,pedestrian
P33,4289,4725,437,pedestrian
P34,4308,4559,252,pedestrian
P35,4310,4482,173,pedestrian
P36,5317,5723,407,pedestrian
P37,5443,5981,539,pedestrian
P38,6195,6321,127,pedestrian
P39,6199,6626,428,pedestrian
P40,6267,6809,543,pedestrian
P41,6300,6829,530,pedestrian
P42,6344,6650,307,pedestrian
P43,6358,6402,45,pedestrian
P44,6407,6650,244,pedestrian
P45,6746,6768,23,pedestrian
P46,6783,6845,63,pedestrian
P47,6863,6958,96,pedestrian
P48,7275,7789,515,pedestrian
P49,7897,8124,228,pedestrian
P50,8018,8177,160,pedestrian
P51,7994,8152,159,pedestrian
P52,8056,8095,40,pedestrian
P53,8318,9104,787,pedestrian
P54,8321,9108,788,pedestrian
P55,8331,8925,595,pedestrian
P56,8523,8612,90,pedestrian
P57,8776,8884,109,pedestrian
P58,9040,9562,523,pedestrian
P59,9093,9550,458,pedestrian
P60,9199,9579,381,pedestrian
P61,9407,9509,103,pedestrian
P62,9393,9415,23,pedestrian
P63,9528,9543,16,pedestrian
P64,9614,9637,24,pedestrian
P65,9644,10052,409,pedestrian
P66,9921,10408,488,pedestrian
P67,9940,10058,119,pedestrian
P68,10132,10182,51,pedestrian
P69,10179,10239,61,pedestrian
P70,10209,10232,24,pedestrian
P71,10209,10913,705,pedestrian
P72,10332,10539,208,pedestrian
P73,10301,10674,374,pedestrian
P74,10428,10901,474,pedestrian
P75,10492,10711,220,pedestrian
P76,10621,10747,127,pedestrian
P77,10707,10775,69,pedestrian
P78,10722,10738,17,pedestrian
P79,10947,10956,10,pedestrian
P80,11081,11370,290,pedestrian
P81,11199,11628,430,pedestrian
P82,11216,11612,397,pedestrian
P83,11512,11685,174,pedestrian
P84,11816,11887,72,pedestrian
P85,12030,12084,55,pedestrian
