RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-518,-17283.950617284,0,1,1,0,0,1,1,0
564,18818.8188188188,0,3,3,0,0,3,3,0
654,21821.8218218218,0,0,0,0,0,0,0,0
684,22822.8228228228,1,0,0,1,1,0,0,1
1760,58725.3920587254,3,0,0,3,3,0,0,3
1850,61728.3950617284,0,0,0,0,0,0,0,0
1881,62762.7627627628,0,1,1,0,0,1,1,0
2963,98865.5321988655,0,3,3,0,0,3,3,0
3053,101868.535201869,0,0,0,0,0,0,0,0
3083,102869.53620287,1,0,0,1,1,0,0,1
3859,128762.095428762,3,0,0,3,3,0,0,3
3949,131765.098431765,0,0,0,0,0,0,0,0
3978,132732.732732733,0,1,1,0,0,1,1,0
4759,158792.125458792,0,3,3,0,0,3,3,0
4848,161761.761761762,0,0,0,0,0,0,0,0
4878,162762.762762763,1,0,0,1,1,0,0,1
5659,188822.155488822,3,0,0,3,3,0,0,3
5748,191791.791791792,0,0,0,0,0,0,0,0
5778,192792.792792793,0,1,1,0,0,1,1,0
6558,218818.818818819,0,3,3,0,0,3,3,0
6648,221821.821821822,0,0,0,0,0,0,0,0
6677,222789.456122789,1,0,0,1,1,0,0,1
7458,248848.848848849,3,0,0,3,3,0,0,3
7548,251851.851851852,0,0,0,0,0,0,0,0
7577,252819.486152819,0,1,1,0,0,1,1,0
8356,278812.145478812,0,3,3,0,0,3,3,0
8447,281848.515181849,0,0,0,0,0,0,0,0
8477,282849.51618285,1,0,0,1,1,0,0,1
9256,308842.175508842,3,0,0,3,3,0,0,3
9346,311845.178511845,0,0,0,0,0,0,0,0
9376,312846.179512846,0,1,1,0,0,1,1,0
10156,338872.205538872,0,3,3,0,0,3,3,0
10247,341908.575241909,0,0,0,0,0,0,0,0
10276,342876.209542876,1,0,0,1,1,0,0,1
11056,368902.235568902,3,0,0,3,3,0,0,3
11146,371905.238571905,0,0,0,0,0,0,0,0
11176,372906.239572906,0,1,1,0,0,1,1,0
11954,398865.532198866,0,3,3,0,0,3,3,0
12045,401901.901901902,0,0,0,0,0,0,0,0
12075,402902.902902903,1,0,0,1,1,0,0,1
12855,428928.928928929,3,0,0,3,3,0,0,3
12944,431898.565231899,0,0,0,0,0,0,0,0
12975,432932.932932933,0,1,1,0,0,1,1,0
13754,458925.592258926,0,3,3,0,0,3,3,0
13844,461928.595261929,0,0,0,0,0,0,0,0
13873,462896.229562896,1,0,0,1,1,0,0,1
14653,488922.255588922,3,0,0,3,3,0,0,3
14743,491925.258591925,0,0,0,0,0,0,0,0
14773,492926.259592926,0,1,1,0,0,1,1,0
15552,518918.918918919,0,3,3,0,0,3,3,0
15634,521654.988321655,0,0,0,0,0,0,0,0
15673,522956.289622956,1,0,0,1,1,0,0,1
16452,548948.948948949,3,0,0,3,3,0,0,3
16542,551951.951951952,0,0,0,0,0,0,0,0
16571,552919.58625292,0,1,1,0,0,1,1,0
17352,578978.978978979,0,3,3,0,0,3,3,0
17441,581948.615281949,0,0,0,0,0,0,0,0
17470,582916.249582916,1,0,0,1,1,0,0,1
18251,608975.642308976,3,0,0,3,3,0,0,3
18341,611978.645311979,0,0,0,0,0,0,0,0
18371,612979.64631298,0,1,1,0,0,1,1,0
19149,638938.938938939,0,3,3,0,0,3,3,0
19239,641941.941941942,0,0,0,0,0,0,0,0
19269,642942.942942943,1,0,0,1,1,0,0,1
20049,668968.968968969,3,0,0,3,3,0,0,3
20139,671971.971971972,0,0,0,0,0,0,0,0
20168,672939.60627294,0,1,1,0,0,1,1,0
20951,699065.732399066,0,3,3,0,0,3,3,0
21041,702068.735402069,0,0,0,0,0,0,0,0
21069,703003.003003003,1,0,0,1,1,0,0,1
22267,742976.309642976,3,0,0,3,3,0,0,3
22237,741975.308641975,0,0,0,0,0,0,0,0
22386,746946.946946947,0,1,1,0,0,1,1,0
23348,779045.712379046,0,3,3,0,0,3,3,0
23438,782048.715382049,0,0,0,0,0,0,0,0
23468,783049.71638305,1,0,0,1,1,0,0,1
24544,818952.285618952,3,0,0,3,3,0,0,3
24634,821955.288621955,0,0,0,0,0,0,0,0
24663,822922.922922923,0,1,1,0,0,1,1,0
25443,848948.948948949,0,3,3,0,0,3,3,0
25533,851951.951951952,0,0,0,0,0,0,0,0
25563,852952.952952953,1,0,0,1,1,0,0,1
26434,882015.348682016,3,0,0,3,3,0,0,3
26525,885051.718385052,0,0,0,0,0,0,0,0
26555,886052.719386053,0,1,1,0,0,1,1,0
27352,912645.979312646,0,3,3,0,0,3,3,0
27438,915515.515515516,0,0,0,0,0,0,0,0
27471,916616.616616617,1,0,0,1,1,0,0,1
28590,953953.953953954,3,0,0,3,3,0,0,3
28680,956956.956956957,0,0,0,0,0,0,0,0
28711,957991.324657991,0,1,1,0,0,1,1,0
29614,988121.454788122,0,3,3,0,0,3,3,0
29704,991124.457791124,0,0,0,0,0,0,0,0
29733,992092.092092092,1,0,0,1,1,0,0,1
30810,1028028.02802803,3,0,0,3,3,0,0,3
30900,1031031.03103103,0,0,0,0,0,0,0,0
30930,1032032.03203203,0,1,1,0,0,1,1,0
31710,1058058.05805806,0,3,3,0,0,3,3,0
31799,1061027.69436103,0,0,0,0,0,0,0,0
31829,1062028.69536203,1,0,0,1,1,0,0,1
32909,1098064.73139807,3,0,0,3,3,0,0,3
32999,1101067.73440107,0,0,0,0,0,0,0,0
33027,1102002.002002,0,1,1,0,0,1,1,0
33420,1115115.11511512,0,1,1,0,0,1,1,0
