RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-690,-23023.023023023,0,1,1,0,0,1,1,0
89,2969.63630296964,0,3,3,0,0,3,3,0
179,5972.63930597264,0,0,0,0,0,0,0,0
208,6940.27360694027,1,0,0,1,1,0,0,1
988,32966.2996329663,3,0,0,3,3,0,0,3
1077,35935.9359359359,0,0,0,0,0,0,0,0
1107,36936.9369369369,0,1,1,0,0,1,1,0
1886,62929.5962629296,0,3,3,0,0,3,3,0
1976,65932.5992659326,0,0,0,0,0,0,0,0
2006,66933.6002669336,1,0,0,1,1,0,0,1
2684,89556.2228895562,3,0,0,3,3,0,0,3
2774,92559.2258925592,0,0,0,0,0,0,0,0
2805,93593.5935935936,0,1,1,0,0,1,1,0
3431,114481.147814481,0,3,3,0,0,3,3,0
3522,117517.517517518,0,0,0,0,0,0,0,0
3549,118418.418418418,1,0,0,1,1,0,0,1
4254,141941.941941942,3,0,0,3,3,0,0,3
4344,144944.944944945,0,0,0,0,0,0,0,0
4375,145979.312645979,0,1,1,0,0,1,1,0
5155,172005.338672005,0,3,3,0,0,3,3,0
5246,175041.708375042,0,0,0,0,0,0,0,0
5275,176009.342676009,1,0,0,1,1,0,0,1
6171,205905.905905906,3,0,0,3,3,0,0,3
6261,208908.908908909,0,0,0,0,0,0,0,0
6292,209943.276609943,0,1,1,0,0,1,1,0
7254,242042.042042042,0,3,3,0,0,3,3,0
7345,245078.411745078,0,0,0,0,0,0,0,0
7373,246012.679346013,1,0,0,1,1,0,0,1
8150,271938.605271939,3,0,0,3,3,0,0,3
8240,274941.608274942,0,0,0,0,0,0,0,0
8270,275942.609275943,0,1,1,0,0,1,1,0
9049,301935.268601935,0,3,3,0,0,3,3,0
9139,304938.271604938,0,0,0,0,0,0,0,0
9168,305905.905905906,1,0,0,1,1,0,0,1
9947,331898.565231899,3,0,0,3,3,0,0,3
10037,334901.568234902,0,0,0,0,0,0,0,0
10066,335869.202535869,0,1,1,0,0,1,1,0
10846,361895.228561895,0,3,3,0,0,3,3,0
10936,364898.231564898,0,0,0,0,0,0,0,0
10964,365832.499165833,1,0,0,1,1,0,0,1
11745,391891.891891892,3,0,0,3,3,0,0,3
11834,394861.528194862,0,0,0,0,0,0,0,0
11864,395862.529195863,0,1,1,0,0,1,1,0
12643,421855.188521855,0,3,3,0,0,3,3,0
12733,424858.191524858,0,0,0,0,0,0,0,0
12763,425859.192525859,1,0,0,1,1,0,0,1
13543,451885.218551885,3,0,0,3,3,0,0,3
13633,454888.221554888,0,0,0,0,0,0,0,0
13664,455922.589255923,0,1,1,0,0,1,1,0
