RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-61,-2035.36870203537,0,1,1,0,0,1,1,0
703,23456.7901234568,0,3,3,0,0,3,3,0
791,26393.0597263931,0,0,0,0,0,0,0,0
819,27327.3273273273,1,0,0,1,1,0,0,1
1878,62662.6626626627,3,0,0,3,3,0,0,3
1966,65598.9322655989,0,0,0,0,0,0,0,0
1996,66599.9332665999,0,1,1,0,0,1,1,0
2759,92058.7253920587,0,3,3,0,0,3,3,0
2847,94994.994994995,0,0,0,0,0,0,0,0
2875,95929.2625959293,1,0,0,1,1,0,0,1
3933,131231.231231231,3,0,0,3,3,0,0,3
4021,134167.500834168,0,0,0,0,0,0,0,0
4051,135168.501835169,0,1,1,0,0,1,1,0
4814,160627.293960627,0,3,3,0,0,3,3,0
4903,163596.930263597,0,0,0,0,0,0,0,0
4931,164531.197864531,1,0,0,1,1,0,0,1
5989,199833.166499833,3,0,0,3,3,0,0,3
6069,202502.502502503,0,0,0,0,0,0,0,0
6106,203737.070403737,0,1,1,0,0,1,1,0
6944,231698.365031698,0,3,3,0,0,3,3,0
7052,235301.968635302,0,0,0,0,0,0,0,0
7062,235635.635635636,1,0,0,1,1,0,0,1
8126,271137.804471138,3,0,0,3,3,0,0,3
8214,274074.074074074,0,0,0,0,0,0,0,0
8243,275041.708375042,0,1,1,0,0,1,1,0
9635,321488.154821488,0,3,3,0,0,3,3,0
9723,324424.424424424,0,0,0,0,0,0,0,0
9753,325425.425425425,1,0,0,1,1,0,0,1
11298,376976.976976977,3,0,0,3,3,0,0,3
11386,379913.246579913,0,0,0,0,0,0,0,0
11415,380880.880880881,0,1,1,0,0,1,1,0
12631,421454.788121455,0,3,3,0,0,3,3,0
12719,424391.057724391,0,0,0,0,0,0,0,0
12747,425325.325325325,1,0,0,1,1,0,0,1
14155,472305.638972306,3,0,0,3,3,0,0,3
14243,475241.908575242,0,0,0,0,0,0,0,0
14272,476209.54287621,0,1,1,0,0,1,1,0
14731,491524.858191525,0,3,3,0,0,3,3,0
14819,494461.127794461,0,0,0,0,0,0,0,0
14847,495395.395395395,1,0,0,1,1,0,0,1
16255,542375.709042376,3,0,0,3,3,0,0,3
16343,545311.978645312,0,0,0,0,0,0,0,0
16372,546279.61294628,0,1,1,0,0,1,1,0
