RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-626,-20887.5542208876,1,0,0,1,1,0,0,1
363,12112.1121121121,3,0,0,3,3,0,0,3
453,15115.1151151151,0,0,0,0,0,0,0,0
483,16116.1161161161,0,1,1,0,0,1,1,0
1264,42175.5088421755,0,3,3,0,0,3,3,0
1354,45178.5118451785,0,0,0,0,0,0,0,0
1383,46146.1461461462,1,0,0,1,1,0,0,1
2459,82048.7153820487,3,0,0,3,3,0,0,3
2549,85051.7183850517,0,0,0,0,0,0,0,0
2580,86086.0860860861,0,1,1,0,0,1,1,0
3421,114147.480814147,0,3,3,0,0,3,3,0
3511,117150.48381715,0,0,0,0,0,0,0,0
3541,118151.484818151,1,0,0,1,1,0,0,1
4618,154087.420754087,3,0,0,3,3,0,0,3
4707,157057.057057057,0,0,0,0,0,0,0,0
4737,158058.058058058,0,1,1,0,0,1,1,0
5516,184050.717384051,0,3,3,0,0,3,3,0
5606,187053.720387054,0,0,0,0,0,0,0,0
5636,188054.721388055,1,0,0,1,1,0,0,1
6714,224024.024024024,3,0,0,3,3,0,0,3
6804,227027.027027027,0,0,0,0,0,0,0,0
6834,228028.028028028,0,1,1,0,0,1,1,0
7613,254020.687354021,0,3,3,0,0,3,3,0
7704,257057.057057057,0,0,0,0,0,0,0,0
7732,257991.324657991,1,0,0,1,1,0,0,1
8811,293993.993993994,3,0,0,3,3,0,0,3
8901,296996.996996997,0,0,0,0,0,0,0,0
8932,298031.364698031,0,1,1,0,0,1,1,0
9709,323957.290623957,0,3,3,0,0,3,3,0
9799,326960.29362696,0,0,0,0,0,0,0,0
9828,327927.927927928,1,0,0,1,1,0,0,1
10908,363963.963963964,3,0,0,3,3,0,0,3
10997,366933.600266934,0,0,0,0,0,0,0,0
11027,367934.601267935,0,1,1,0,0,1,1,0
11807,393960.627293961,0,3,3,0,0,3,3,0
11897,396963.630296964,0,0,0,0,0,0,0,0
11927,397964.631297965,1,0,0,1,1,0,0,1
13006,433967.300633967,3,0,0,3,3,0,0,3
13096,436970.30363697,0,0,0,0,0,0,0,0
13126,437971.304637971,0,1,1,0,0,1,1,0
13906,463997.330663997,0,3,3,0,0,3,3,0
13996,467000.333667,0,0,0,0,0,0,0,0
14025,467967.967967968,1,0,0,1,1,0,0,1
15104,503970.637303971,3,0,0,3,3,0,0,3
15194,506973.640306974,0,0,0,0,0,0,0,0
15225,508008.008008008,0,1,1,0,0,1,1,0
16004,534000.667334001,0,3,3,0,0,3,3,0
16094,537003.670337004,0,0,0,0,0,0,0,0
16124,538004.671338005,1,0,0,1,1,0,0,1
17203,574007.340674007,3,0,0,3,3,0,0,3
17293,577010.34367701,0,0,0,0,0,0,0,0
17323,578011.344678011,0,1,1,0,0,1,1,0
18100,603937.270603937,0,3,3,0,0,3,3,0
18190,606940.27360694,0,0,0,0,0,0,0,0
18220,607941.274607941,1,0,0,1,1,0,0,1
19300,643977.310643977,3,0,0,3,3,0,0,3
19390,646980.31364698,0,0,0,0,0,0,0,0
