RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-386,-12879.5462128795,1,0,0,1,1,0,0,1
671,22389.0557223891,3,0,0,3,3,0,0,3
759,25325.3253253253,0,0,0,0,0,0,0,0
789,26326.3263263263,0,1,1,0,0,1,1,0
1550,51718.3850517184,0,3,3,0,0,3,3,0
1640,54721.3880547214,0,0,0,0,0,0,0,0
1670,55722.3890557224,1,0,0,1,1,0,0,1
2727,90990.990990991,3,0,0,3,3,0,0,3
2814,93893.8938938939,0,0,0,0,0,0,0,0
2844,94894.8948948949,0,1,1,0,0,1,1,0
3607,120353.687020354,0,3,3,0,0,3,3,0
3695,123289.95662329,0,0,0,0,0,0,0,0
3724,124257.590924258,1,0,0,1,1,0,0,1
4781,159526.192859526,3,0,0,3,3,0,0,3
4869,162462.462462462,0,0,0,0,0,0,0,0
4898,163430.09676343,0,1,1,0,0,1,1,0
5662,188922.255588922,0,3,3,0,0,3,3,0
5749,191825.158491825,0,0,0,0,0,0,0,0
5778,192792.792792793,1,0,0,1,1,0,0,1
6836,228094.761428095,3,0,0,3,3,0,0,3
6923,230997.664330998,0,0,0,0,0,0,0,0
6953,231998.665331999,0,1,1,0,0,1,1,0
7716,257457.457457457,0,3,3,0,0,3,3,0
7804,260393.727060394,0,0,0,0,0,0,0,0
7832,261327.994661328,1,0,0,1,1,0,0,1
8890,296629.96329663,3,0,0,3,3,0,0,3
8978,299566.232899566,0,0,0,0,0,0,0,0
9007,300533.867200534,0,1,1,0,0,1,1,0
9771,326026.026026026,0,3,3,0,0,3,3,0
9858,328928.928928929,0,0,0,0,0,0,0,0
9889,329963.296629963,1,0,0,1,1,0,0,1
10945,365198.531865199,3,0,0,3,3,0,0,3
11033,368134.801468135,0,0,0,0,0,0,0,0
11063,369135.802469136,0,1,1,0,0,1,1,0
11826,394594.594594595,0,3,3,0,0,3,3,0
11914,397530.864197531,0,0,0,0,0,0,0,0
11942,398465.131798465,1,0,0,1,1,0,0,1
13001,433800.467133801,3,0,0,3,3,0,0,3
13088,436703.370036703,0,0,0,0,0,0,0,0
13118,437704.371037704,0,1,1,0,0,1,1,0
13926,437705.371037704,0,3,3,0,0,3,3,0
14014,437706.371037704,0,0,0,0,0,0,0,0
14042,437707.371037704,1,0,0,1,1,0,0,1
15101,437708.371037704,3,0,0,3,3,0,0,3
15188,437709.371037704,0,0,0,0,0,0,0,0
15218,437710.371037704,0,1,1,0,0,1,1,0
