trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
14,0,306,307,1.9290072623191865,5.035096172691178,car,StraightCross,No violation of traffic lights
16,0,337,338,1.7778148325140013,3.6016869154009132,car,StraightCross,No violation of traffic lights
18,0,340,341,1.904331942581381,4.968141172759821,car,StraightCross,No violation of traffic lights
20,106,270,165,0.6237912417918364,1.6141948344028247,bicycle,StraightCross,No violation of traffic lights
21,168,350,183,1.939386031380686,4.923414343724927,car,StraightCross,No violation of traffic lights
22,184,346,163,1.843861709605234,4.716208222076995,car,StraightCross,No violation of traffic lights
25,272,351,80,1.8879899475164843,4.683865462865985,car,StraightCross,No violation of traffic lights
28,462,560,99,0.7506555124300153,1.9494208638558337,motorcycle,StraightCross,yellow-light running 
29,526,1352,827,1.713851168183271,4.547096744479364,car,StraightCross,No violation of traffic lights
31,565,989,425,1.7563974837996064,4.5185511079598335,car,StraightCross,No violation of traffic lights
32,577,662,86,1.8597726779865715,4.908054058616061,car,StraightCross,No violation of traffic lights
33,645,1050,406,1.8926966050086758,4.9390863019520435,car,StraightCross,No violation of traffic lights
35,706,1061,356,0.7224832286504197,1.6397304399858044,motorcycle,StraightCross,No violation of traffic lights
37,762,868,107,0.852102190420407,1.8366177492328088,motorcycle,StraightCross,No violation of traffic lights
38,792,1022,231,1.7633533426298011,4.866487845285934,car,StraightCross,No violation of traffic lights
40,853,910,58,1.8124231921319907,4.588882995656156,car,StraightCross,No violation of traffic lights
41,902,944,43,0.9281006167430614,2.1656065657852244,motorcycle,StraightCross,red-light running
42,926,1012,87,1.6848217947558908,4.0133950177524955,car,StraightCross,No violation of traffic lights
43,935,1054,120,1.9408934656049017,4.716385053878469,car,StraightCross,No violation of traffic lights
44,925,1051,127,1.9460883342859165,4.99254566478513,car,StraightCross,No violation of traffic lights
45,945,1057,113,0.8839676581438031,2.1413576840089776,motorcycle,StraightCross,red-light running
47,978,1366,389,1.8853017737128936,4.963483702864409,car,StraightCross,No violation of traffic lights
48,1008,1071,64,0.7638034194258033,2.093704342130255,motorcycle,StraightCross,No violation of traffic lights
55,1099,1293,195,1.9606013951455294,5.009986277244124,car,StraightCross,No violation of traffic lights
56,1142,1222,81,0.7660900721905197,1.933122596692864,motorcycle,StraightCross,No violation of traffic lights
58,1172,1231,60,1.9408526821702887,5.0051479555307505,car,StraightCross,yellow-light running 
63,1280,1515,236,0.6771077914422324,1.630821399029647,bicycle,StraightCross,red-light running
65,1280,1769,490,1.7605771744814196,4.154482159584435,car,StraightCross,No violation of traffic lights
66,1306,1387,82,1.8968452034514902,4.691254934732567,car,StraightCross,No violation of traffic lights
67,1310,1483,174,0.6428764345999454,1.6811044743123302,bicycle,StraightCross,No violation of traffic lights
68,1319,1726,408,1.7701954001984006,4.715112388561625,car,StraightCross,No violation of traffic lights
