RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-574,-19152.4858191525,1,0,0,1,1,0,0,1
506,16883.5502168836,3,0,0,3,3,0,0,3
596,19886.5532198866,0,0,0,0,0,0,0,0
626,20887.5542208876,0,1,1,0,0,1,1,0
1406,46913.5802469136,0,3,3,0,0,3,3,0
1495,49883.2165498832,0,0,0,0,0,0,0,0
1525,50884.2175508842,1,0,0,1,1,0,0,1
2603,86853.5201868535,3,0,0,3,3,0,0,3
2693,89856.5231898565,0,0,0,0,0,0,0,0
2724,90890.8908908909,0,1,1,0,0,1,1,0
3501,116816.816816817,0,3,3,0,0,3,3,0
3592,119853.186519853,0,0,0,0,0,0,0,0
3622,120854.187520854,1,0,0,1,1,0,0,1
4701,156856.856856857,3,0,0,3,3,0,0,3
4790,159826.493159826,0,0,0,0,0,0,0,0
4821,160860.860860861,0,1,1,0,0,1,1,0
5600,186853.520186854,0,3,3,0,0,3,3,0
5690,189856.523189857,0,0,0,0,0,0,0,0
5719,190824.157490824,1,0,0,1,1,0,0,1
6799,226860.19352686,3,0,0,3,3,0,0,3
6889,229863.196529863,0,0,0,0,0,0,0,0
6918,230830.830830831,0,1,1,0,0,1,1,0
7697,256823.490156823,0,3,3,0,0,3,3,0
7788,259859.85985986,0,0,0,0,0,0,0,0
7818,260860.860860861,1,0,0,1,1,0,0,1
8897,296863.530196864,3,0,0,3,3,0,0,3
8987,299866.533199867,0,0,0,0,0,0,0,0
9017,300867.534200868,0,1,1,0,0,1,1,0
9795,326826.826826827,0,3,3,0,0,3,3,0
9885,329829.82982983,0,0,0,0,0,0,0,0
9916,330864.197530864,1,0,0,1,1,0,0,1
10995,366866.866866867,3,0,0,3,3,0,0,3
11084,369836.503169837,0,0,0,0,0,0,0,0
11115,370870.870870871,0,1,1,0,0,1,1,0
11895,396896.896896897,0,3,3,0,0,3,3,0
11985,399899.8998999,0,0,0,0,0,0,0,0
12014,400867.534200868,1,0,0,1,1,0,0,1
13093,436870.20353687,3,0,0,3,3,0,0,3
13183,439873.206539873,0,0,0,0,0,0,0,0
13213,440874.207540874,0,1,1,0,0,1,1,0
13992,466866.866866867,0,3,3,0,0,3,3,0
14082,469869.86986987,0,0,0,0,0,0,0,0
14112,470870.870870871,1,0,0,1,1,0,0,1
15191,506873.540206874,3,0,0,3,3,0,0,3
15281,509876.543209877,0,0,0,0,0,0,0,0
15311,510877.544210878,0,1,1,0,0,1,1,0
16091,536903.570236904,0,3,3,0,0,3,3,0
16181,539906.573239907,0,0,0,0,0,0,0,0
16211,540907.574240908,1,0,0,1,1,0,0,1
17291,576943.610276944,3,0,0,3,3,0,0,3
17380,579913.246579913,0,0,0,0,0,0,0,0
17410,580914.247580914,0,1,1,0,0,1,1,0
18189,606906.906906907,0,3,3,0,0,3,3,0
18279,609909.90990991,0,0,0,0,0,0,0,0
18308,610877.544210878,1,0,0,1,1,0,0,1
19388,646913.580246914,3,0,0,3,3,0,0,3
19478,649916.583249917,0,0,0,0,0,0,0,0
19508,650917.584250918,0,1,1,0,0,1,1,0
20287,676910.24357691,0,3,3,0,0,3,3,0
20376,679879.87987988,0,0,0,0,0,0,0,0
20405,680847.514180848,1,0,0,1,1,0,0,1
21485,716883.550216884,3,0,0,3,3,0,0,3
21575,719886.553219887,0,0,0,0,0,0,0,0
21604,720854.187520854,0,1,1,0,0,1,1,0
22384,746880.21354688,0,3,3,0,0,3,3,0
22474,749883.216549883,0,0,0,0,0,0,0,0
22504,750884.217550884,1,0,0,1,1,0,0,1
23582,786853.520186854,3,0,0,3,3,0,0,3
23671,789823.156489823,0,0,0,0,0,0,0,0
23701,790824.157490824,0,1,1,0,0,1,1,0
24480,816816.816816817,0,3,3,0,0,3,3,0
24570,819819.81981982,0,0,0,0,0,0,0,0
24600,820820.820820821,1,0,0,1,1,0,0,1
25679,856823.490156824,3,0,0,3,3,0,0,3
25769,859826.493159827,0,0,0,0,0,0,0,0
25799,860827.494160828,0,1,1,0,0,1,1,0
26580,886886.886886887,0,3,3,0,0,3,3,0
26669,889856.523189857,0,0,0,0,0,0,0,0
26699,890857.524190858,1,0,0,1,1,0,0,1
27778,926860.19352686,3,0,0,3,3,0,0,3
27868,929863.196529863,0,0,0,0,0,0,0,0
27897,930830.830830831,0,1,1,0,0,1,1,0
28676,956823.490156824,0,3,3,0,0,3,3,0
28767,959859.85985986,0,0,0,0,0,0,0,0
28797,960860.860860861,1,0,0,1,1,0,0,1
29875,996830.16349683,3,0,0,3,3,0,0,3
29964,999799.7997998,0,0,0,0,0,0,0,0
29995,1000834.16750083,0,1,1,0,0,1,1,0
30775,1026860.19352686,0,3,3,0,0,3,3,0
30865,1029863.19652986,0,0,0,0,0,0,0,0
30895,1030864.19753086,1,0,0,1,1,0,0,1
31973,1066833.50016683,3,0,0,3,3,0,0,3
32063,1069836.50316984,0,0,0,0,0,0,0,0
32094,1070870.87087087,0,1,1,0,0,1,1,0
32873,1096863.53019686,0,3,3,0,0,3,3,0
32962,1099833.16649983,0,0,0,0,0,0,0,0
32993,1100867.53420087,1,0,0,1,1,0,0,1
34072,1136870.20353687,3,0,0,3,3,0,0,3
34162,1139873.20653987,0,0,0,0,0,0,0,0
34192,1140874.20754087,0,1,1,0,0,1,1,0
34971,1166866.86686687,0,3,3,0,0,3,3,0
35061,1169869.86986987,0,0,0,0,0,0,0,0
35091,1170870.87087087,1,0,0,1,1,0,0,1
36172,1206940.27360694,3,0,0,3,3,0,0,3
36260,1209876.54320988,0,0,0,0,0,0,0,0
36290,1210877.54421088,0,1,1,0,0,1,1,0
36881,1230597.2639306,0,1,1,0,0,1,1,0
