RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-197,-6573.23990657324,1,0,0,1,1,0,0,1
582,19419.4194194194,3,0,0,3,3,0,0,3
672,22422.4224224224,0,0,0,0,0,0,0,0
701,23390.0567233901,0,1,1,0,0,1,1,0
1480,49382.7160493827,0,3,3,0,0,3,3,0
1570,52385.7190523857,0,0,0,0,0,0,0,0
1601,53420.0867534201,1,0,0,1,1,0,0,1
2380,79412.7460794128,3,0,0,3,3,0,0,3
2470,82415.7490824158,0,0,0,0,0,0,0,0
2499,83383.3833833834,0,1,1,0,0,1,1,0
3417,114014.014014014,0,3,3,0,0,3,3,0
3507,117017.017017017,0,0,0,0,0,0,0,0
3536,117984.651317985,1,0,0,1,1,0,0,1
4777,159392.726059393,3,0,0,3,3,0,0,3
4867,162395.729062396,0,0,0,0,0,0,0,0
4876,162696.029362696,0,1,1,0,0,1,1,0
5679,189489.48948949,0,3,3,0,0,3,3,0
5768,192459.125792459,0,0,0,0,0,0,0,0
5799,193493.493493494,1,0,0,1,1,0,0,1
6875,229396.062729396,3,0,0,3,3,0,0,3
6965,232399.065732399,0,0,0,0,0,0,0,0
6995,233400.0667334,0,1,1,0,0,1,1,0
8047,268501.835168502,0,3,3,0,0,3,3,0
8138,271538.204871538,0,0,0,0,0,0,0,0
8167,272505.839172506,1,0,0,1,1,0,0,1
9242,308375.041708375,3,0,0,3,3,0,0,3
9332,311378.044711378,0,0,0,0,0,0,0,0
9363,312412.412412412,0,1,1,0,0,1,1,0
10445,348515.181848515,0,3,3,0,0,3,3,0
10535,351518.184851518,0,0,0,0,0,0,0,0
10564,352485.819152486,1,0,0,1,1,0,0,1
11332,378111.444778111,3,0,0,3,3,0,0,3
11430,381381.381381381,0,0,0,0,0,0,0,0
11461,382415.749082416,0,1,1,0,0,1,1,0
12240,408408.408408408,0,3,3,0,0,3,3,0
12330,411411.411411411,0,0,0,0,0,0,0,0
12359,412379.045712379,1,0,0,1,1,0,0,1
13140,438438.438438438,3,0,0,3,3,0,0,3
13230,441441.441441441,0,0,0,0,0,0,0,0
13259,442409.075742409,0,1,1,0,0,1,1,0
14038,468401.735068402,0,3,3,0,0,3,3,0
14129,471438.104771438,0,0,0,0,0,0,0,0
14159,472439.105772439,1,0,0,1,1,0,0,1
14938,498431.765098432,3,0,0,3,3,0,0,3
15029,501468.134801468,0,0,0,0,0,0,0,0
15058,502435.769102436,0,1,1,0,0,1,1,0
15838,528461.795128462,0,3,3,0,0,3,3,0
15927,531431.431431431,0,0,0,0,0,0,0,0
15957,532432.432432432,1,0,0,1,1,0,0,1
16736,558425.091758425,3,0,0,3,3,0,0,3
16826,561428.094761428,0,0,0,0,0,0,0,0
16857,562462.462462463,0,1,1,0,0,1,1,0
17636,588455.121788455,0,3,3,0,0,3,3,0
17726,591458.124791458,0,0,0,0,0,0,0,0
17755,592425.759092426,1,0,0,1,1,0,0,1
18534,618418.418418419,3,0,0,3,3,0,0,3
18624,621421.421421421,0,0,0,0,0,0,0,0
18654,622422.422422422,0,1,1,0,0,1,1,0
19433,648415.081748415,0,3,3,0,0,3,3,0
19523,651418.084751418,0,0,0,0,0,0,0,0
19552,652385.719052386,1,0,0,1,1,0,0,1
20332,678411.745078412,3,0,0,3,3,0,0,3
20421,681381.381381381,0,0,0,0,0,0,0,0
20451,682382.382382382,0,1,1,0,0,1,1,0
21230,708375.041708375,0,3,3,0,0,3,3,0
21320,711378.044711378,0,0,0,0,0,0,0,0
21350,712379.045712379,1,0,0,1,1,0,0,1
22129,738371.705038372,3,0,0,3,3,0,0,3
22219,741374.708041375,0,0,0,0,0,0,0,0
22249,742375.709042376,0,1,1,0,0,1,1,0
23027,768335.001668335,0,3,3,0,0,3,3,0
23117,771338.004671338,0,0,0,0,0,0,0,0
23148,772372.372372372,1,0,0,1,1,0,0,1
23926,798331.664998332,3,0,0,3,3,0,0,3
24016,801334.668001335,0,0,0,0,0,0,0,0
24046,802335.669002336,0,1,1,0,0,1,1,0
24825,828328.328328328,0,3,3,0,0,3,3,0
24914,831297.964631298,0,0,0,0,0,0,0,0
24944,832298.965632299,1,0,0,1,1,0,0,1
25723,858291.624958292,3,0,0,3,3,0,0,3
25813,861294.627961295,0,0,0,0,0,0,0,0
25843,862295.628962296,0,1,1,0,0,1,1,0
26768,893159.82649316,0,3,3,0,0,3,3,0
26858,896162.829496163,0,0,0,0,0,0,0,0
26888,897163.830497164,1,0,0,1,1,0,0,1
27415,914748.081414748,3,0,0,3,3,0,0,3
27505,917751.084417751,0,0,0,0,0,0,0,0
27536,918785.452118786,0,1,1,0,0,1,1,0
28243,942375.709042376,0,3,3,0,0,3,3,0
28332,945345.345345345,0,0,0,0,0,0,0,0
28362,946346.346346346,1,0,0,1,1,0,0,1
29198,974240.907574241,3,0,0,3,3,0,0,3
29288,977243.910577244,0,0,0,0,0,0,0,0
29319,978278.278278278,0,1,1,0,0,1,1,0
30296,1010877.54421088,0,3,3,0,0,3,3,0
30387,1013913.91391391,0,0,0,0,0,0,0,0
30414,1014814.81481481,1,0,0,1,1,0,0,1
31228,1041975.30864198,3,0,0,3,3,0,0,3
31318,1044978.31164498,0,0,0,0,0,0,0,0
31347,1045945.94594595,0,1,1,0,0,1,1,0
32032,1068802.1354688,0,3,3,0,0,3,3,0
32122,1071805.13847181,0,0,0,0,0,0,0,0
32151,1072772.77277277,1,0,0,1,1,0,0,1
32796,1094294.29429429,3,0,0,3,3,0,0,3
32886,1097297.2972973,0,0,0,0,0,0,0,0
32915,1098264.93159826,0,1,1,0,0,1,1,0
33667,1123356.69002336,0,3,3,0,0,3,3,0
33757,1126359.69302636,0,0,0,0,0,0,0,0
33786,1127327.32732733,1,0,0,1,1,0,0,1
34623,1155255.25525526,3,0,0,3,3,0,0,3
34712,1158224.89155823,0,0,0,0,0,0,0,0
34742,1159225.89255923,0,1,1,0,0,1,1,0
35584,1187320.65398732,0,3,3,0,0,3,3,0
35674,1190323.65699032,0,0,0,0,0,0,0,0
35704,1191324.65799132,1,0,0,1,1,0,0,1
36481,1217250.58391725,3,0,0,3,3,0,0,3
36571,1220253.58692025,0,0,0,0,0,0,0,0
36600,1221221.22122122,0,1,1,0,0,1,1,0
37380,1247247.24724725,0,3,3,0,0,3,3,0
37470,1250250.25025025,0,0,0,0,0,0,0,0
37500,1251251.25125125,1,0,0,1,1,0,0,1
38278,1277210.54387721,3,0,0,3,3,0,0,3
38368,1280213.54688021,0,0,0,0,0,0,0,0
38399,1281247.91458125,0,1,1,0,0,1,1,0
,,,,,,,,,
38980,1300633.96730063,0,1,,,,,,
