trackId,initialFrame,finalFrame,Frame_nums,class
P1,0,597,598,pedestrian
P2,0,597,598,pedestrian
P3,0,50,51,pedestrian
P4,0,322,323,pedestrian
P5,86,295,210,pedestrian
P6,318,707,390,pedestrian
P7,504,739,236,pedestrian
P8,474,1001,528,pedestrian
P9,740,1074,335,pedestrian
P10,902,1370,469,pedestrian
P11,1015,1825,811,pedestrian
P12,2511,2585,75,pedestrian
P13,2976,3278,303,pedestrian
P14,3015,3433,419,pedestrian
P15,3825,4186,362,pedestrian
P16,4277,4607,331,pedestrian
P17,4593,4934,342,pedestrian
P18,4832,4843,12,pedestrian
P19,5395,5738,344,pedestrian
P20,5274,5672,399,pedestrian
P21,5435,5828,394,pedestrian
P22,6028,6446,419,pedestrian
P23,5977,6457,481,pedestrian
P24,6447,6703,257,pedestrian
P25,7051,7807,757,pedestrian
P26,6916,7664,749,pedestrian
P27,6916,7641,726,pedestrian
P28,6987,8407,1421,pedestrian
P29,7014,7161,148,pedestrian
P30,7137,7772,636,pedestrian
P31,7214,7808,595,pedestrian
P32,7686,8230,545,pedestrian
P33,7862,8080,219,pedestrian
P34,7873,8324,452,pedestrian
P35,7868,8321,454,pedestrian
P36,7917,8241,325,pedestrian
P37,8246,8260,15,pedestrian
P38,8284,8978,695,pedestrian
P39,8822,9356,535,pedestrian
P40,9418,9792,375,pedestrian
P41,9424,9783,360,pedestrian
P42,10181,10575,395,pedestrian
P43,10464,10628,165,pedestrian
P44,10557,10722,166,pedestrian
P45,10516,10882,367,pedestrian
P46,10694,10768,75,pedestrian
P47,10961,11377,417,pedestrian
P48,11155,11362,208,pedestrian
P49,11460,11792,333,pedestrian
P50,11640,11652,13,pedestrian
P51,11676,11918,243,pedestrian
P52,11744,11759,16,pedestrian
P53,11937,11993,57,pedestrian
