trackId,initialFrame,finalFrame,Frame_nums,class
P1,0,368,369,pedestrian
P2,0,11555,11556,pedestrian
P3,33,670,638,pedestrian
P4,51,672,622,pedestrian
P5,132,372,241,pedestrian
P6,361,635,275,pedestrian
P7,371,866,496,pedestrian
P8,473,565,93,pedestrian
P9,600,618,19,pedestrian
P10,712,805,94,pedestrian
P11,996,1077,82,pedestrian
P12,1544,1841,298,pedestrian
P13,1840,2314,475,pedestrian
P14,1842,2300,459,pedestrian
P15,2219,2516,298,pedestrian
P16,2471,3658,1188,pedestrian
P17,2488,2724,237,pedestrian
P18,3500,3819,320,pedestrian
P19,3531,4277,747,pedestrian
P20,3562,3749,188,pedestrian
P21,3650,3887,238,pedestrian
P22,3761,4037,277,pedestrian
P23,4021,4085,65,pedestrian
P24,4389,4490,102,pedestrian
P25,4395,5214,820,pedestrian
P26,4580,5009,430,pedestrian
P27,4698,5009,312,pedestrian
P28,4895,5022,128,pedestrian
P29,4998,5248,251,pedestrian
P30,5180,5255,76,pedestrian
P31,5192,5257,66,pedestrian
P32,5895,6233,339,pedestrian
P33,6087,6421,335,pedestrian
P34,6111,6400,290,pedestrian
P35,6325,6627,303,pedestrian
P36,6555,6581,27,pedestrian
P37,6611,6679,69,pedestrian
P38,6802,6837,36,pedestrian
P39,6645,6674,30,pedestrian
P40,6842,7407,566,pedestrian
P41,6905,7219,315,pedestrian
P42,6964,7013,50,pedestrian
P43,7124,7203,80,pedestrian
P44,7354,7612,259,pedestrian
P45,7439,7650,212,pedestrian
P46,7405,7777,373,pedestrian
P47,7808,7896,89,pedestrian
P48,8239,8538,300,pedestrian
P49,8460,9114,655,pedestrian
P50,8510,8566,57,pedestrian
P51,8526,8782,257,pedestrian
P52,8562,8846,285,pedestrian
P53,8748,9112,365,pedestrian
P54,8861,9004,144,pedestrian
P55,8992,9261,270,pedestrian
P56,9266,9594,329,pedestrian
P57,9388,9652,265,pedestrian
P58,9397,9544,148,pedestrian
P59,9595,9900,306,pedestrian
P60,10002,10218,217,pedestrian
P61,10037,10190,154,pedestrian
P62,10190,10241,52,pedestrian
P63,10136,10168,33,pedestrian
P64,10277,10367,91,pedestrian
P65,10417,10445,29,pedestrian
P66,10626,10955,330,pedestrian
P67,10742,10827,86,pedestrian
P68,10804,11229,426,pedestrian
P69,10832,11268,437,pedestrian
P70,10905,11001,97,pedestrian
P71,10910,10996,87,pedestrian
P72,10907,11310,404,pedestrian
P73,11175,11374,200,pedestrian
P74,11206,11555,350,pedestrian
P75,11339,11445,107,pedestrian
P76,11476,11555,80,pedestrian
P77,11544,11555,12,pedestrian
