RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-741,-24724.7247247247,0,1,1,0,0,1,1,0
38,1267.93460126793,0,3,3,0,0,3,3,0
128,4270.93760427094,0,0,0,0,0,0,0,0
158,5271.93860527194,1,0,0,1,1,0,0,1
1237,41274.6079412746,3,0,0,3,3,0,0,3
1327,44277.6109442776,0,0,0,0,0,0,0,0
1357,45278.6119452786,0,1,1,0,0,1,1,0
2136,71271.2712712713,0,3,3,0,0,3,3,0
2228,74341.007674341,0,0,0,0,0,0,0,0
2256,75275.2752752753,1,0,0,1,1,0,0,1
3335,111277.944611278,3,0,0,3,3,0,0,3
3425,114280.947614281,0,0,0,0,0,0,0,0
3455,115281.948615282,0,1,1,0,0,1,1,0
4233,141241.241241241,0,3,3,0,0,3,3,0
4323,144244.244244244,0,0,0,0,0,0,0,0
4353,145245.245245245,1,0,0,1,1,0,0,1
5432,181247.914581248,3,0,0,3,3,0,0,3
5522,184250.917584251,0,0,0,0,0,0,0,0
5552,185251.918585252,0,1,1,0,0,1,1,0
6331,211244.577911245,0,3,3,0,0,3,3,0
6420,214214.214214214,0,0,0,0,0,0,0,0
6451,215248.581915249,1,0,0,1,1,0,0,1
7529,251217.884551218,3,0,0,3,3,0,0,3
7619,254220.887554221,0,0,0,0,0,0,0,0
7649,255221.888555222,0,1,1,0,0,1,1,0
8429,281247.914581248,0,3,3,0,0,3,3,0
8519,284250.917584251,0,0,0,0,0,0,0,0
8549,285251.918585252,1,0,0,1,1,0,0,1
9628,321254.587921255,3,0,0,3,3,0,0,3
9717,324224.224224224,0,0,0,0,0,0,0,0
9746,325191.858525192,0,1,1,0,0,1,1,0
10526,351217.884551218,0,3,3,0,0,3,3,0
10616,354220.887554221,0,0,0,0,0,0,0,0
10646,355221.888555222,1,0,0,1,1,0,0,1
11725,391224.557891225,3,0,0,3,3,0,0,3
11815,394227.560894228,0,0,0,0,0,0,0,0
11845,395228.561895229,0,1,1,0,0,1,1,0
12623,421187.854521188,0,3,3,0,0,3,3,0
12713,424190.857524191,0,0,0,0,0,0,0,0
12744,425225.225225225,1,0,0,1,1,0,0,1
13822,461194.527861195,3,0,0,3,3,0,0,3
13912,464197.530864198,0,0,0,0,0,0,0,0
13941,465165.165165165,0,1,1,0,0,1,1,0
14720,491157.824491158,0,3,3,0,0,3,3,0
14810,494160.827494161,0,0,0,0,0,0,0,0
14840,495161.828495162,1,0,0,1,1,0,0,1
15920,531197.864531198,3,0,0,3,3,0,0,3
16010,534200.867534201,0,0,0,0,0,0,0,0
16039,535168.501835169,0,1,1,0,0,1,1,0
16819,561194.527861195,0,3,3,0,0,3,3,0
16909,564197.530864198,0,0,0,0,0,0,0,0
16939,565198.531865199,1,0,0,1,1,0,0,1
18018,601201.201201201,3,0,0,3,3,0,0,3
18108,604204.204204204,0,0,0,0,0,0,0,0
18138,605205.205205205,0,1,1,0,0,1,1,0
18917,631197.864531198,0,3,3,0,0,3,3,0
19007,634200.867534201,0,0,0,0,0,0,0,0
19038,635235.235235235,1,0,0,1,1,0,0,1
20117,671237.904571238,3,0,0,3,3,0,0,3
20207,674240.907574241,0,0,0,0,0,0,0,0
20236,675208.541875209,0,1,1,0,0,1,1,0
21016,701234.567901235,0,3,3,0,0,3,3,0
21105,704204.204204204,0,0,0,0,0,0,0,0
21136,705238.571905239,1,0,0,1,1,0,0,1
22214,741207.874541208,3,0,0,3,3,0,0,3
22304,744210.877544211,0,0,0,0,0,0,0,0
22334,745211.878545212,0,1,1,0,0,1,1,0
23113,771204.537871205,0,3,3,0,0,3,3,0
23203,774207.540874208,0,0,0,0,0,0,0,0
23233,775208.541875209,1,0,0,1,1,0,0,1
24313,811244.577911245,3,0,0,3,3,0,0,3
24403,814247.580914248,0,0,0,0,0,0,0,0
24432,815215.215215215,0,1,1,0,0,1,1,0
25211,841207.874541208,0,3,3,0,0,3,3,0
25301,844210.877544211,0,0,0,0,0,0,0,0
25332,845245.245245245,1,0,0,1,1,0,0,1
26411,881247.914581248,3,0,0,3,3,0,0,3
26501,884250.917584251,0,0,0,0,0,0,0,0
26530,885218.551885219,0,1,1,0,0,1,1,0
27309,911211.211211211,0,3,3,0,0,3,3,0
27399,914214.214214214,0,0,0,0,0,0,0,0
27440,915582.248915582,1,0,0,1,1,0,0,1
28509,951251.251251251,3,0,0,3,3,0,0,3
28599,954254.254254254,0,0,0,0,0,0,0,0
28629,955255.255255255,0,1,1,0,0,1,1,0
30370,1013346.68001335,0,3,3,0,0,3,3,0
30461,1016383.04971638,0,0,0,0,0,0,0,0
30490,1017350.68401735,1,0,0,1,1,0,0,1
31896,1064264.26426426,3,0,0,3,3,0,0,3
31986,1067267.26726727,0,0,0,0,0,0,0,0
32016,1068268.26826827,0,1,1,0,0,1,1,0
33099,1104404.4044044,0,3,3,0,0,3,3,0
33189,1107407.40740741,0,0,0,0,0,0,0,0
33218,1108375.04170838,1,0,0,1,1,0,0,1
34595,1154320.98765432,3,0,0,3,3,0,0,3
34685,1157323.99065732,0,0,0,0,0,0,0,0
34715,1158324.99165833,0,1,1,0,0,1,1,0
35738,1192459.12579246,0,3,3,0,0,3,3,0
35828,1195462.12879546,0,0,0,0,0,0,0,0
35856,1196396.3963964,1,0,0,1,1,0,0,1
36599,1221187.85452119,1,0,0,1,1,0,0,1
