trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
15,91,206,116,0.7821326416389067,1.4609404601326825,motorcycle,StraightCross,No violation of traffic lights
18,146,607,462,1.9177523002381962,4.880057906926793,car,StraightCross,No violation of traffic lights
21,202,587,386,1.8301858680291754,4.803928715374024,car,StraightCross,No violation of traffic lights
22,208,319,112,0.7589401561469744,1.6416459779989028,bicycle,StraightCross,No violation of traffic lights
23,251,603,353,0.8627385255623978,1.780289477782187,motorcycle,StraightCross,No violation of traffic lights
24,294,628,335,1.8312134560865907,4.863978634435086,car,StraightCross,No violation of traffic lights
27,375,828,454,0.7718285668839802,2.253396082834483,bicycle,StraightCross,No violation of traffic lights
28,369,568,200,1.8313127931773028,4.696257524192071,car,StraightCross,No violation of traffic lights
29,393,629,237,0.691301720655358,1.8918010913338468,motorcycle,StraightCross,No violation of traffic lights
30,406,648,243,1.8679333015136894,4.817425916553269,car,StraightCross,No violation of traffic lights
31,499,698,200,1.671786312737719,4.622177846049998,car,StraightCross,No violation of traffic lights
32,411,470,60,1.7982667261046303,4.719721865821436,car,StraightCross,No violation of traffic lights
33,431,490,60,1.9142475325452366,4.851315751032822,car,StraightCross,No violation of traffic lights
34,443,558,116,0.7866373131638474,2.0009414204763902,motorcycle,StraightCross,No violation of traffic lights
38,650,898,249,0.6706173200266466,1.6656227282301097,bicycle,StraightCross,No violation of traffic lights
39,720,994,275,0.6811628604494401,1.6270684946449783,bicycle,StraightCross,red-light running
40,759,890,132,1.745090304773039,4.728019799937331,car,StraightCross,No violation of traffic lights
43,813,1342,530,0.711160297402811,1.5661834838533346,bicycle,StraightCross,No violation of traffic lights
45,841,915,75,1.8479075670112566,4.759271360176572,car,StraightCross,No violation of traffic lights
46,846,1062,217,0.8052544736281011,1.8600967754733024,motorcycle,StraightCross,red-light running
49,900,979,80,2.12922270352673,7.521433882393716,truck,StraightCross,No violation of traffic lights
50,919,997,79,1.84986105045254,4.793719216626281,car,StraightCross,No violation of traffic lights
54,1018,1318,301,1.849312818631723,4.7474270075378575,car,StraightCross,No violation of traffic lights
62,1145,1314,170,1.4361117245353434,2.698571628860738,tricycle,StraightCross,No violation of traffic lights
63,1170,1248,79,0.7720319397666378,2.0061070012292057,motorcycle,StraightCross,No violation of traffic lights
69,1380,1468,89,0.7942650684773276,2.1505720092715643,motorcycle,StraightCross,No violation of traffic lights
71,1398,1517,120,1.918705410821595,4.943124090204566,car,StraightCross,No violation of traffic lights
72,1491,2011,521,1.8234813445573588,4.6663875171711515,car,StraightCross,No violation of traffic lights
74,1542,1618,77,1.7205708064512388,4.403908288046941,car,StraightCross,No violation of traffic lights
77,1568,1649,82,0.7691419979651658,1.6289201323440639,motorcycle,StraightCross,No violation of traffic lights
79,1676,1764,89,0.8120267014433467,2.116027592777383,motorcycle,StraightCross,red-light running
81,1715,2048,334,0.6676325929137487,1.7272182030460284,bicycle,StraightCross,red-light running
87,1819,1963,145,0.8251133457352132,2.1015516280490494,motorcycle,StraightCross,No violation of traffic lights
90,1821,1904,84,0.7898330201419238,1.6122966917684716,motorcycle,StraightCross,No violation of traffic lights
91,1832,1949,118,0.7795046057783529,1.9806070016977768,motorcycle,StraightCross,No violation of traffic lights
92,1857,2485,629,1.0199266420853426,2.5036667193264104,tricycle,StraightCross,No violation of traffic lights
93,2183,2261,79,1.7700630082072109,4.5901405882717246,car,StraightCross,No violation of traffic lights
97,1998,2166,169,0.7209672067711378,1.6452805972271765,motorcycle,StraightCross,No violation of traffic lights
100,2044,2302,259,0.6423526641137937,1.5955358017146513,bicycle,StraightCross,No violation of traffic lights
106,2252,2334,83,1.8231083002939954,4.834184703119439,car,StraightCross,No violation of traffic lights
112,2335,2679,345,1.8218155979920518,4.536633385904156,car,StraightCross,No violation of traffic lights
114,2410,2689,280,0.6415212291456801,1.7890657233485916,bicycle,StraightCross,red-light running
116,2432,2489,58,0.7948227125658072,2.0290216351301376,motorcycle,StraightCross,No violation of traffic lights
118,2451,2502,52,1.7210753152192673,3.9714734402490377,car,StraightCross,No violation of traffic lights
119,2489,2613,125,0.9820254415071922,2.5784261611750354,tricycle,StraightCross,No violation of traffic lights
120,2499,2628,130,0.7368046598781456,1.6782920363118248,motorcycle,StraightCross,No violation of traffic lights
122,2500,2628,129,0.7246389747460225,1.8071486813500903,bicycle,StraightCross,No violation of traffic lights
123,2539,2640,102,0.806841925210948,2.053746298764956,motorcycle,StraightCross,No violation of traffic lights
125,2628,2714,87,1.8247767050904478,4.70715898119172,car,StraightCross,No violation of traffic lights
126,2667,3059,393,0.659967212713316,1.83704053594631,bicycle,StraightCross,No violation of traffic lights
130,2746,2861,116,0.6729890631109822,1.4993957165992906,motorcycle,StraightCross,No violation of traffic lights
134,2813,2879,67,1.9156691318783787,4.871212345859915,car,StraightCross,No violation of traffic lights
136,2897,3404,508,1.7788565455974696,4.733688518298675,car,StraightCross,No violation of traffic lights
137,2928,2993,66,0.743493602285162,1.2981432658864918,motorcycle,StraightCross,No violation of traffic lights
138,2956,3105,150,0.6741590493864401,1.6287390756026785,bicycle,StraightCross,No violation of traffic lights
141,2995,3187,193,0.727276812145599,1.621801078418369,motorcycle,StraightCross,red-light running
142,3020,3211,192,0.6577054462493841,1.617630121821891,motorcycle,StraightCross,red-light running
143,3058,3119,62,1.8083422399320175,4.7098046523430375,car,StraightCross,No violation of traffic lights
147,3136,3411,276,0.6863875437032575,1.7001008420389938,bicycle,StraightCross,red-light running
148,3218,3504,287,0.670440254584534,1.6834015571527217,bicycle,StraightCross,No violation of traffic lights
150,3336,3613,278,0.7318104701743641,1.6894211730914392,bicycle,StraightCross,red-light running
152,3372,3507,136,1.8595120476619784,4.730335117469735,car,StraightCross,No violation of traffic lights
153,3387,3473,87,1.9279996654235723,4.824233821266233,car,StraightCross,No violation of traffic lights
158,3478,3660,183,0.6608477008311248,1.753341473662771,bicycle,StraightCross,red-light running
161,3569,3648,80,0.729578795560045,1.6407031540110426,motorcycle,StraightCross,No violation of traffic lights
165,3683,3829,147,0.7525124279226516,1.8449477134228958,motorcycle,StraightCross,red-light running
167,3684,3780,97,0.7797614203162585,2.037098515294384,motorcycle,StraightCross,red-light running
169,3733,3837,105,0.8635894962154378,1.905733637494624,motorcycle,StraightCross,red-light running
171,3783,3929,147,0.7750372461647042,1.5306330998498492,motorcycle,StraightCross,red-light running
173,3813,4095,283,1.7211269725452112,3.338055890912118,car,StraightCross,No violation of traffic lights
175,3925,4121,197,0.6712458607032028,1.8632262616827235,bicycle,StraightCross,No violation of traffic lights
179,4016,4110,95,1.9287015903240352,5.0273975429099735,car,StraightCross,No violation of traffic lights
180,4016,4197,182,1.4564465961229605,2.7276332860127543,tricycle,StraightCross,red-light running
181,4034,4129,96,1.4892894454099428,3.937623066987272,car,StraightCross,No violation of traffic lights
183,4073,4351,279,1.9166540548948106,4.729526477999946,car,StraightCross,No violation of traffic lights
187,4138,4285,148,0.6446916261003164,1.7123390285376543,bicycle,StraightCross,red-light running
191,4354,4412,59,0.8204853642729659,2.064939336879516,motorcycle,StraightCross,No violation of traffic lights
192,4357,4553,197,0.7851413567179223,1.655146673980343,motorcycle,StraightCross,red-light running
193,4365,4539,175,0.7393523452052264,1.540033935116488,motorcycle,StraightCross,red-light running
194,4367,4424,58,1.9901045747614354,5.154227508947275,car,StraightCross,No violation of traffic lights
196,4417,4814,398,1.882258454468473,4.7714091252769055,car,StraightCross,No violation of traffic lights
198,4443,4739,297,0.8888840721431805,2.2138847225282503,motorcycle,StraightCross,red-light running
199,4461,4795,335,0.8087214133046512,1.5936423276210783,motorcycle,StraightCross,No violation of traffic lights
201,4473,4759,287,0.8407326942062494,1.9073899934599545,motorcycle,StraightCross,red-light running
204,4549,4790,242,1.8288952113373058,4.906327915854672,car,StraightCross,No violation of traffic lights
208,4633,4687,55,1.860339085553856,4.775407584701578,car,StraightCross,yellow-light running
209,4660,4862,203,1.773990478364424,4.570730474864551,car,StraightCross,No violation of traffic lights
211,4692,4999,308,0.6757846050229988,1.6121514384806244,bicycle,StraightCross,No violation of traffic lights
213,4733,4846,114,1.7332546227855916,4.665567396375993,car,StraightCross,No violation of traffic lights
214,4757,4861,105,0.7627311387736752,2.0742819022579226,motorcycle,StraightCross,No violation of traffic lights
219,4915,5053,139,0.7938500116356909,1.531075650894426,motorcycle,StraightCross,yellow-light running
221,4938,5094,157,0.9101308158249748,2.062565143612252,motorcycle,StraightCross,red-light running
223,4970,5048,79,1.8502036713651944,4.758884622666266,car,StraightCross,No violation of traffic lights
226,5053,5470,418,1.6844465847538717,4.3367778537835715,car,StraightCross,No violation of traffic lights
227,5073,5307,235,0.6726326385993553,1.6560792565669835,bicycle,StraightCross,red-light running
229,5133,5339,207,0.7120579656152737,1.6855020654050274,bicycle,StraightCross,red-light running
230,5172,5509,338,1.8334460346532355,4.878136280393123,car,StraightCross,No violation of traffic lights
233,5261,5479,219,1.7785819945010235,4.63297856289475,car,StraightCross,No violation of traffic lights
234,5270,5317,48,1.805447896089929,4.468135846573849,car,StraightCross,No violation of traffic lights
235,5288,5344,57,1.8917855785637863,4.740035647972345,car,StraightCross,No violation of traffic lights
246,5502,5719,218,0.6257475579211093,1.4735154165490536,bicycle,StraightCross,No violation of traffic lights
247,5536,12309,6774,1.7230877795955175,4.201347847335208,car,StraightCross,No violation of traffic lights
248,5543,5622,80,1.9079176360377326,4.908780879850777,car,StraightCross,No violation of traffic lights
249,5575,5746,172,0.7066840295572846,1.6964296980001052,bicycle,StraightCross,No violation of traffic lights
250,5620,5841,222,0.6728532937274467,1.5341036599587063,bicycle,StraightCross,No violation of traffic lights
252,5662,6218,557,1.7325777174635615,4.320310696560233,car,StraightCross,No violation of traffic lights
255,5714,6168,455,1.8840406990470049,4.884469422534533,car,StraightCross,No violation of traffic lights
256,5728,6083,356,0.6510847885427274,1.6227138986824514,motorcycle,StraightCross,red-light running
260,5937,6162,226,0.7030579635741573,1.6608901551118598,bicycle,StraightCross,red-light running
265,6030,6223,194,0.7376601378805407,1.6830264073763443,bicycle,StraightCross,No violation of traffic lights
266,6041,6092,52,1.960408521378866,5.12455977708568,car,StraightCross,yellow-light running
268,6062,6365,304,0.6480532723640645,1.7404959307419248,bicycle,StraightCross,red-light running
269,6094,6269,176,0.7687016008737845,1.6353789734286652,motorcycle,StraightCross,No violation of traffic lights
270,6109,6261,153,0.6997520433274003,1.5562088601305313,motorcycle,StraightCross,No violation of traffic lights
272,6129,6214,86,1.7297651943037973,4.544031047091896,car,StraightCross,No violation of traffic lights
273,6126,6242,117,1.8168546502535268,4.49558856122783,car,StraightCross,No violation of traffic lights
275,6324,6439,116,1.8501114415578475,4.756849228931306,car,StraightCross,No violation of traffic lights
277,6338,6686,349,0.6372537884584415,1.5904359631212128,bicycle,StraightCross,red-light running
278,6380,6508,129,0.736012583485455,1.669128712723075,motorcycle,StraightCross,red-light running
281,6407,6641,235,0.6935657241375647,1.7099742393634318,bicycle,StraightCross,No violation of traffic lights
285,6458,6547,90,1.493654854505656,2.74558658082573,tricycle,StraightCross,No violation of traffic lights
286,6483,6697,215,0.7073097880431346,1.8082688686319013,bicycle,StraightCross,No violation of traffic lights
289,6488,6600,113,1.2534164855657273,2.2705299699373773,tricycle,StraightCross,No violation of traffic lights
290,6574,6899,326,1.9378036929748774,5.038900072882238,car,StraightCross,No violation of traffic lights
292,6594,6804,211,0.6541467405902412,1.718006446830388,bicycle,StraightCross,red-light running
293,6585,6772,188,0.6715490847951341,1.6761113542670503,bicycle,StraightCross,red-light running
295,6620,6889,270,1.726456379290124,4.672046560611762,car,StraightCross,No violation of traffic lights
297,6662,6725,64,1.8448027477685152,4.6704672459731205,car,StraightCross,No violation of traffic lights
298,6708,6924,217,1.947980053401414,5.021866843161553,car,StraightCross,No violation of traffic lights
299,6701,6917,217,1.7667875238155912,4.73875085639958,car,StraightCross,No violation of traffic lights
302,6739,6858,120,0.7194812069009211,1.6253525097352557,motorcycle,StraightCross,No violation of traffic lights
303,6745,6941,197,1.8823600774582687,4.77806177550939,car,StraightCross,No violation of traffic lights
307,6820,6954,135,1.969169519356969,5.019355857176961,car,StraightCross,No violation of traffic lights
310,6821,6958,138,0.7679974285651879,1.7418538486849506,motorcycle,StraightCross,No violation of traffic lights
313,6909,7133,225,0.736235965682195,1.683543942427546,bicycle,StraightCross,No violation of traffic lights
314,7107,7202,96,1.808880966313826,4.576945287687729,car,StraightCross,No violation of traffic lights
317,7087,7152,66,1.8296552738756555,4.589938764880623,car,StraightCross,No violation of traffic lights
318,7021,7082,62,1.9366206487909903,4.847891576717403,car,StraightCross,yellow-light running
