RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-655,-21855.1885218552,0,1,1,0,0,1,1,0
124,4137.47080413747,0,3,3,0,0,3,3,0
214,7140.47380714047,0,0,0,0,0,0,0,0
243,8108.10810810811,1,0,0,1,1,0,0,1
1322,44110.7774441108,3,0,0,3,3,0,0,3
1412,47113.7804471138,0,0,0,0,0,0,0,0
1442,48114.7814481148,0,1,1,0,0,1,1,0
2221,74107.4407741074,0,3,3,0,0,3,3,0
2311,77110.4437771104,0,0,0,0,0,0,0,0
2340,78078.0780780781,1,0,0,1,1,0,0,1
3418,114047.380714047,3,0,0,3,3,0,0,3
3508,117050.38371705,0,0,0,0,0,0,0,0
3539,118084.751418085,0,1,1,0,0,1,1,0
4317,144044.044044044,0,3,3,0,0,3,3,0
4407,147047.047047047,0,0,0,0,0,0,0,0
4438,148081.414748081,1,0,0,1,1,0,0,1
5516,184050.717384051,3,0,0,3,3,0,0,3
5606,187053.720387054,0,0,0,0,0,0,0,0
5635,188021.354688021,0,1,1,0,0,1,1,0
6415,214047.380714047,0,3,3,0,0,3,3,0
6504,217017.017017017,0,0,0,0,0,0,0,0
6533,217984.651317985,1,0,0,1,1,0,0,1
7612,253987.320653987,3,0,0,3,3,0,0,3
7702,256990.32365699,0,0,0,0,0,0,0,0
7733,258024.691358025,0,1,1,0,0,1,1,0
8511,283983.983983984,0,3,3,0,0,3,3,0
8601,286986.986986987,0,0,0,0,0,0,0,0
8631,287987.987987988,1,0,0,1,1,0,0,1
9708,323923.923923924,3,0,0,3,3,0,0,3
9798,326926.926926927,0,0,0,0,0,0,0,0
9829,327961.294627961,0,1,1,0,0,1,1,0
10608,353953.953953954,0,3,3,0,0,3,3,0
10698,356956.956956957,0,0,0,0,0,0,0,0
10729,357991.324657991,1,0,0,1,1,0,0,1
11808,393993.993993994,3,0,0,3,3,0,0,3
11898,396996.996996997,0,0,0,0,0,0,0,0
11928,397997.997997998,0,1,1,0,0,1,1,0
12708,424024.024024024,0,3,3,0,0,3,3,0
12797,426993.660326994,0,0,0,0,0,0,0,0
12736,424958.291624958,1,0,0,1,1,0,0,1
13877,463029.69636303,3,0,0,3,3,0,0,3
13967,466032.699366033,0,0,0,0,0,0,0,0
13997,467033.700367034,0,1,1,0,0,1,1,0
14777,493059.72639306,0,3,3,0,0,3,3,0
14867,496062.729396063,0,0,0,0,0,0,0,0
14897,497063.730397064,1,0,0,1,1,0,0,1
15976,533066.399733066,3,0,0,3,3,0,0,3
16066,536069.402736069,0,0,0,0,0,0,0,0
16096,537070.40373707,0,1,1,0,0,1,1,0
16876,563096.429763097,0,3,3,0,0,3,3,0
16966,566099.4327661,0,0,0,0,0,0,0,0
16996,567100.433767101,1,0,0,1,1,0,0,1
18073,603036.369703036,3,0,0,3,3,0,0,3
18143,605372.038705372,0,0,0,0,0,0,0,0
18194,607073.740407074,0,1,1,0,0,1,1,0
18972,633033.033033033,0,3,3,0,0,3,3,0
19062,636036.036036036,0,0,0,0,0,0,0,0
19092,637037.037037037,1,0,0,1,1,0,0,1
20171,673039.70637304,3,0,0,3,3,0,0,3
20260,676009.342676009,0,0,0,0,0,0,0,0
20290,677010.34367701,0,1,1,0,0,1,1,0
21069,703003.003003003,0,3,3,0,0,3,3,0
21159,706006.006006006,0,0,0,0,0,0,0,0
21189,707007.007007007,1,0,0,1,1,0,0,1
22267,742976.309642976,3,0,0,3,3,0,0,3
22357,745979.312645979,0,0,0,0,0,0,0,0
22387,746980.31364698,0,1,1,0,0,1,1,0
23166,772972.972972973,0,3,3,0,0,3,3,0
23256,775975.975975976,0,0,0,0,0,0,0,0
