RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-392,-13079.7464130797,1,0,0,1,1,0,0,1
688,22956.2896229563,3,0,0,3,3,0,0,3
778,25959.2926259593,0,0,0,0,0,0,0,0
807,26926.9269269269,0,1,1,0,0,1,1,0
1587,52952.952952953,0,3,3,0,0,3,3,0
1677,55955.955955956,0,0,0,0,0,0,0,0
1706,56923.5902569236,1,0,0,1,1,0,0,1
2786,92959.6262929596,3,0,0,3,3,0,0,3
2875,95929.2625959293,0,0,0,0,0,0,0,0
2904,96896.8968968969,0,1,1,0,0,1,1,0
3684,122922.922922923,0,3,3,0,0,3,3,0
3774,125925.925925926,0,0,0,0,0,0,0,0
3803,126893.560226894,1,0,0,1,1,0,0,1
4883,162929.59626293,3,0,0,3,3,0,0,3
4973,165932.599265933,0,0,0,0,0,0,0,0
5003,166933.600266934,0,1,1,0,0,1,1,0
5783,192959.62629296,0,3,3,0,0,3,3,0
5873,195962.629295963,0,0,0,0,0,0,0,0
5903,196963.630296964,1,0,0,1,1,0,0,1
6983,232999.666333,3,0,0,3,3,0,0,3
7072,235969.302635969,0,0,0,0,0,0,0,0
7103,237003.670337004,0,1,1,0,0,1,1,0
7882,262996.329662996,0,3,3,0,0,3,3,0
7972,265999.332665999,0,0,0,0,0,0,0,0
8001,266966.966966967,1,0,0,1,1,0,0,1
9082,303036.369703036,3,0,0,3,3,0,0,3
9172,306039.372706039,0,0,0,0,0,0,0,0
9202,307040.37370704,0,1,1,0,0,1,1,0
9982,333066.399733066,0,3,3,0,0,3,3,0
10071,336036.036036036,0,0,0,0,0,0,0,0
10100,337003.670337004,1,0,0,1,1,0,0,1
11180,373039.70637304,3,0,0,3,3,0,0,3
11269,376009.342676009,0,0,0,0,0,0,0,0
11300,377043.710377044,0,1,1,0,0,1,1,0
12080,403069.73640307,0,3,3,0,0,3,3,0
12168,406006.006006006,0,0,0,0,0,0,0,0
12198,407007.007007007,1,0,0,1,1,0,0,1
13277,443009.67634301,3,0,0,3,3,0,0,3
13367,446012.679346013,0,0,0,0,0,0,0,0
13397,447013.680347014,0,1,1,0,0,1,1,0
14177,473039.70637304,0,3,3,0,0,3,3,0
14265,475975.975975976,0,0,0,0,0,0,0,0
14293,476910.24357691,1,0,0,1,1,0,0,1
15373,512946.279612946,3,0,0,3,3,0,0,3
15463,515949.282615949,0,0,0,0,0,0,0,0
15493,516950.28361695,0,1,1,0,0,1,1,0
16272,542942.942942943,0,3,3,0,0,3,3,0
16362,545945.945945946,0,0,0,0,0,0,0,0
16391,546913.580246914,1,0,0,1,1,0,0,1
17470,582916.249582916,3,0,0,3,3,0,0,3
17559,585885.885885886,0,0,0,0,0,0,0,0
17589,586886.886886887,0,1,1,0,0,1,1,0
18368,612879.54621288,0,3,3,0,0,3,3,0
18458,615882.549215883,0,0,0,0,0,0,0,0
18488,616883.550216884,1,0,0,1,1,0,0,1
19567,652886.219552886,3,0,0,3,3,0,0,3
19657,655889.222555889,0,0,0,0,0,0,0,0
19687,656890.22355689,0,1,1,0,0,1,1,0
20466,682882.882882883,0,3,3,0,0,3,3,0
20555,685852.519185853,0,0,0,0,0,0,0,0
20584,686820.15348682,1,0,0,1,1,0,0,1
21664,722856.189522856,3,0,0,3,3,0,0,3
21754,725859.192525859,0,0,0,0,0,0,0,0
21783,726826.826826827,0,1,1,0,0,1,1,0
22564,752886.219552886,0,3,3,0,0,3,3,0
22654,755889.222555889,0,0,0,0,0,0,0,0
22682,756823.490156824,1,0,0,1,1,0,0,1
23763,792892.892892893,3,0,0,3,3,0,0,3
23852,795862.529195863,0,0,0,0,0,0,0,0
23883,796896.896896897,0,1,1,0,0,1,1,0
24662,822889.55622289,0,3,3,0,0,3,3,0
24752,825892.559225893,0,0,0,0,0,0,0,0
24781,826860.19352686,1,0,0,1,1,0,0,1
25861,862896.229562896,3,0,0,3,3,0,0,3
25952,865932.599265933,0,0,0,0,0,0,0,0
25982,866933.600266934,0,1,1,0,0,1,1,0
26762,892959.62629296,0,3,3,0,0,3,3,0
26851,895929.262595929,0,0,0,0,0,0,0,0
26880,896896.896896897,1,0,0,1,1,0,0,1
27962,932999.666333,3,0,0,3,3,0,0,3
28051,935969.302635969,0,0,0,0,0,0,0,0
28080,936936.936936937,0,1,1,0,0,1,1,0
28860,962962.962962963,0,3,3,0,0,3,3,0
28950,965965.965965966,0,0,0,0,0,0,0,0
28979,966933.600266934,1,0,0,1,1,0,0,1
30059,1002969.63630297,3,0,0,3,3,0,0,3
30148,1005939.27260594,0,0,0,0,0,0,0,0
30178,1006940.27360694,0,1,1,0,0,1,1,0
30957,1032932.93293293,0,3,3,0,0,3,3,0
31047,1035935.93593594,0,0,0,0,0,0,0,0
31076,1036903.5702369,1,0,0,1,1,0,0,1
32154,1072872.87287287,3,0,0,3,3,0,0,3
32244,1075875.87587588,0,0,0,0,0,0,0,0
32275,1076910.24357691,0,1,1,0,0,1,1,0
33055,1102936.26960294,0,3,3,0,0,3,3,0
33143,1105872.53920587,0,0,0,0,0,0,0,0
33171,1106806.80680681,1,0,0,1,1,0,0,1
34251,1142842.84284284,3,0,0,3,3,0,0,3
34341,1145845.84584585,0,0,0,0,0,0,0,0
34371,1146846.84684685,0,1,1,0,0,1,1,0
35150,1172839.50617284,0,3,3,0,0,3,3,0
35239,1175809.14247581,0,0,0,0,0,0,0,0
35268,1176776.77677678,1,0,0,1,1,0,0,1
36347,1212779.44611278,3,0,0,3,3,0,0,3
36437,1215782.44911578,0,0,0,0,0,0,0,0
36467,1216783.45011678,0,1,1,0,0,1,1,0
36912,1231631.63163163,0,1,1,0,0,1,1,0
