RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
-604,-20153.4868201535,1,0,0,1,1,0,0,1
475,15849.1825158492,3,0,0,3,3,0,0,3
565,18852.1855188522,0,0,0,0,0,0,0,0
594,19819.8198198198,0,1,1,0,0,1,1,0
1374,45845.8458458459,0,3,3,0,0,3,3,0
1464,48848.8488488489,0,0,0,0,0,0,0,0
1494,49849.8498498499,1,0,0,1,1,0,0,1
2574,85885.8858858859,3,0,0,3,3,0,0,3
2664,88888.8888888889,0,0,0,0,0,0,0,0
2693,89856.5231898565,0,1,1,0,0,1,1,0
3473,115882.549215883,0,3,3,0,0,3,3,0
3562,118852.185518852,0,0,0,0,0,0,0,0
3592,119853.186519853,1,0,0,1,1,0,0,1
4671,155855.855855856,3,0,0,3,3,0,0,3
4760,158825.492158826,0,0,0,0,0,0,0,0
4791,159859.85985986,0,1,1,0,0,1,1,0
5569,185819.152485819,0,3,3,0,0,3,3,0
5659,188822.155488822,0,0,0,0,0,0,0,0
5689,189823.156489823,1,0,0,1,1,0,0,1
6768,225825.825825826,3,0,0,3,3,0,0,3
6858,228828.828828829,0,0,0,0,0,0,0,0
6888,229829.82982983,0,1,1,0,0,1,1,0
7667,255822.489155822,0,3,3,0,0,3,3,0
7757,258825.492158825,0,0,0,0,0,0,0,0
7787,259826.493159826,1,0,0,1,1,0,0,1
8866,295829.162495829,3,0,0,3,3,0,0,3
8955,298798.798798799,0,0,0,0,0,0,0,0
8986,299833.166499833,0,1,1,0,0,1,1,0
9765,325825.825825826,0,3,3,0,0,3,3,0
9855,328828.828828829,0,0,0,0,0,0,0,0
9885,329829.82982983,1,0,0,1,1,0,0,1
10965,365865.865865866,3,0,0,3,3,0,0,3
11055,368868.868868869,0,0,0,0,0,0,0,0
11085,369869.86986987,0,1,1,0,0,1,1,0
11863,395829.162495829,0,3,3,0,0,3,3,0
11954,398865.532198866,0,0,0,0,0,0,0,0
11983,399833.166499833,1,0,0,1,1,0,0,1
13062,435835.835835836,3,0,0,3,3,0,0,3
13152,438838.838838839,0,0,0,0,0,0,0,0
13182,439839.83983984,0,1,1,0,0,1,1,0
13961,465832.499165833,0,3,3,0,0,3,3,0
14050,468802.135468802,0,0,0,0,0,0,0,0
14080,469803.136469803,1,0,0,1,1,0,0,1
15159,505805.805805806,3,0,0,3,3,0,0,3
15249,508808.808808809,0,0,0,0,0,0,0,0
15278,509776.443109776,0,1,1,0,0,1,1,0
16058,535802.469135802,0,3,3,0,0,3,3,0
16148,538805.472138806,0,0,0,0,0,0,0,0
16177,539773.106439773,1,0,0,1,1,0,0,1
17256,575775.775775776,3,0,0,3,3,0,0,3
17346,578778.778778779,0,0,0,0,0,0,0,0
17376,579779.77977978,0,1,1,0,0,1,1,0
18155,605772.439105772,0,3,3,0,0,3,3,0
18245,608775.442108776,0,0,0,0,0,0,0,0
18275,609776.443109776,1,0,0,1,1,0,0,1
19353,645745.745745746,3,0,0,3,3,0,0,3
19443,648748.748748749,0,0,0,0,0,0,0,0
19474,649783.116449783,0,1,1,0,0,1,1,0
20253,675775.775775776,0,3,3,0,0,3,3,0
20343,678778.778778779,0,0,0,0,0,0,0,0
20373,679779.77977978,1,0,0,1,1,0,0,1
21453,715815.815815816,3,0,0,3,3,0,0,3
21542,718785.452118785,0,0,0,0,0,0,0,0
21573,719819.81981982,0,1,1,0,0,1,1,0
22352,745812.479145812,0,3,3,0,0,3,3,0
22443,748848.848848849,0,0,0,0,0,0,0,0
22473,749849.84984985,1,0,0,1,1,0,0,1
23552,785852.519185853,3,0,0,3,3,0,0,3
23642,788855.522188856,0,0,0,0,0,0,0,0
23672,789856.523189857,0,1,1,0,0,1,1,0
24452,815882.549215883,0,3,3,0,0,3,3,0
24541,818852.185518852,0,0,0,0,0,0,0,0
24571,819853.186519853,1,0,0,1,1,0,0,1
25649,855822.489155823,3,0,0,3,3,0,0,3
25739,858825.492158826,0,0,0,0,0,0,0,0
25769,859826.493159827,0,1,1,0,0,1,1,0
26548,885819.152485819,0,3,3,0,0,3,3,0
26637,888788.788788789,0,0,0,0,0,0,0,0
26668,889823.156489823,1,0,0,1,1,0,0,1
27747,925825.825825826,3,0,0,3,3,0,0,3
27837,928828.828828829,0,0,0,0,0,0,0,0
27867,929829.82982983,0,1,1,0,0,1,1,0
28646,955822.489155823,0,3,3,0,0,3,3,0
28737,958858.858858859,0,0,0,0,0,0,0,0
28766,959826.493159827,1,0,0,1,1,0,0,1
29845,995829.162495829,3,0,0,3,3,0,0,3
29935,998832.165498832,0,0,0,0,0,0,0,0
29965,999833.166499833,0,1,1,0,0,1,1,0
30745,1025859.19252586,0,3,3,0,0,3,3,0
30833,1028795.4621288,0,0,0,0,0,0,0,0
30862,1029763.09642976,1,0,0,1,1,0,0,1
31943,1065832.49916583,3,0,0,3,3,0,0,3
32032,1068802.1354688,0,0,0,0,0,0,0,0
32062,1069803.1364698,0,1,1,0,0,1,1,0
32841,1095795.7957958,0,3,3,0,0,3,3,0
32932,1098832.16549883,0,0,0,0,0,0,0,0
32962,1099833.16649983,1,0,0,1,1,0,0,1
34040,1135802.4691358,3,0,0,3,3,0,0,3
34130,1138805.47213881,0,0,0,0,0,0,0,0
34160,1139806.47313981,0,1,1,0,0,1,1,0
34938,1165765.76576577,0,3,3,0,0,3,3,0
35028,1168768.76876877,0,0,0,0,0,0,0,0
35059,1169803.1364698,1,0,0,1,1,0,0,1
36137,1205772.43910577,3,0,0,3,3,0,0,3
36227,1208775.44210878,0,0,0,0,0,0,0,0
36256,1209743.07640974,0,1,1,0,0,1,1,0
37036,1235769.10243577,0,3,3,0,0,3,3,0
37126,1238772.10543877,0,0,0,0,0,0,0,0
37155,1239739.73973974,1,0,0,1,1,0,0,1
38233,1275709.04237571,3,0,0,3,3,0,0,3
38323,1278712.04537871,0,0,0,0,0,0,0,0
38353,1279713.04637971,0,1,1,0,0,1,1,0
39132,1305705.70570571,0,3,3,0,0,3,3,0
39223,1308742.07540874,0,0,0,0,0,0,0,0
39251,1309676.34300968,1,0,0,1,1,0,0,1
