trackId,initialFrame,finalFrame,Frame_nums,class
P1,0,13087,13088,pedestrian
P2,363,500,138,pedestrian
P3,379,525,147,pedestrian
P4,432,505,74,pedestrian
P5,801,1029,229,pedestrian
P6,860,924,65,pedestrian
P7,1520,2307,788,pedestrian
P8,1550,2442,893,pedestrian
P9,1667,1707,41,pedestrian
P10,2441,2717,277,pedestrian
P11,2450,2463,14,pedestrian
P12,2531,2846,316,pedestrian
P13,2575,2588,14,pedestrian
P14,2628,2781,154,pedestrian
P15,3104,3150,47,pedestrian
P16,3318,3583,266,pedestrian
P17,3611,4236,626,pedestrian
P18,3783,3834,52,pedestrian
P19,3658,5127,1470,pedestrian
P20,3737,4073,337,pedestrian
P21,3951,4358,408,pedestrian
P22,3950,4043,94,pedestrian
P23,4079,4382,304,pedestrian
P24,4505,4797,293,pedestrian
P25,4665,5187,523,pedestrian
P26,4980,5443,464,pedestrian
P27,5292,5871,580,pedestrian
P28,5354,5790,437,pedestrian
P29,5412,5803,392,pedestrian
P30,5771,6165,395,pedestrian
P31,6025,6316,292,pedestrian
P32,6321,6458,138,pedestrian
P33,6807,7113,307,pedestrian
P34,6875,7279,405,pedestrian
P35,6899,7301,403,pedestrian
P36,7015,7495,481,pedestrian
P37,7190,7677,488,pedestrian
P38,7238,7734,497,pedestrian
P39,7445,7602,158,pedestrian
P40,7825,8115,291,pedestrian
P41,8014,8440,427,pedestrian
P42,8197,8644,448,pedestrian
P43,8229,8788,560,pedestrian
P44,8383,8759,377,pedestrian
P45,8447,8751,305,pedestrian
P46,8614,8696,83,pedestrian
P47,8711,8974,264,pedestrian
P48,8836,9165,330,pedestrian
P49,8837,9077,241,pedestrian
P50,9194,9411,218,pedestrian
P51,9210,9417,208,pedestrian
P52,9447,9853,407,pedestrian
P53,9616,9863,248,pedestrian
P54,9859,10116,258,pedestrian
P55,9934,10122,189,pedestrian
P56,11161,11196,36,pedestrian
P57,11195,11243,49,pedestrian
P58,11434,11949,516,pedestrian
P59,11489,11501,13,pedestrian
P60,11802,11842,41,pedestrian
P61,11916,12214,299,pedestrian
P62,12108,12163,56,pedestrian
P63,12646,12948,303,pedestrian
P64,12860,13087,228,pedestrian
P65,13048,13087,40,pedestrian
