trackId,initialFrame,finalFrame,Frame_nums,class
P1,0,11725,11726,pedestrian
P2,904,1381,478,pedestrian
P3,1052,1754,703,pedestrian
P4,1371,2078,708,pedestrian
P5,1375,2062,688,pedestrian
P6,1690,1711,22,pedestrian
P7,2037,2094,58,pedestrian
P8,2151,2457,307,pedestrian
P9,2109,2459,351,pedestrian
P10,2526,2691,166,pedestrian
P11,2605,2976,372,pedestrian
P12,2575,2976,402,pedestrian
P13,2667,3191,525,pedestrian
P14,3419,3736,318,pedestrian
P15,3557,3834,278,pedestrian
P16,3585,4169,585,pedestrian
P17,3587,4169,583,pedestrian
P18,3608,3629,22,pedestrian
P19,3648,4104,457,pedestrian
P20,3853,4443,591,pedestrian
P21,3901,3970,70,pedestrian
P22,3935,3963,29,pedestrian
P23,3997,4476,480,pedestrian
P24,4324,4545,222,pedestrian
P25,4331,4557,227,pedestrian
P26,4432,4708,277,pedestrian
P27,4499,4514,16,pedestrian
P28,4902,5137,236,pedestrian
P29,4899,4941,43,pedestrian
P30,4975,5444,470,pedestrian
P31,5085,5149,65,pedestrian
P32,5410,5625,216,pedestrian
P33,5417,5756,340,pedestrian
P34,5421,5754,334,pedestrian
P35,5645,5817,173,pedestrian
P36,5621,5907,287,pedestrian
P37,5739,6160,422,pedestrian
P38,5903,5946,44,pedestrian
P39,5960,6135,176,pedestrian
P40,5918,7085,1168,pedestrian
P41,6260,6516,257,pedestrian
P42,6442,6927,486,pedestrian
P43,7080,7151,72,pedestrian
P44,7252,7906,655,pedestrian
P45,7634,7749,116,pedestrian
P46,7974,8283,310,pedestrian
P47,8029,8665,637,pedestrian
P48,8399,8918,520,pedestrian
P49,8995,9090,96,pedestrian
P50,9277,9328,52,pedestrian
P51,9729,9958,230,pedestrian
P52,9735,9775,41,pedestrian
P53,9807,9817,11,pedestrian
P54,9846,10079,234,pedestrian
P55,9917,10716,800,pedestrian
P56,10782,11118,337,pedestrian
P57,10784,11109,326,pedestrian
P58,11203,11533,331,pedestrian
P59,11205,11529,325,pedestrian
P60,11383,11481,99,pedestrian
P61,11421,11527,107,pedestrian
