trackId,initialFrame,finalFrame,Frame_nums,class
P1,0,446,447,pedestrian
P2,994,1870,877,pedestrian
P3,1390,1583,194,pedestrian
P4,1365,1865,501,pedestrian
P5,1479,2231,753,pedestrian
P6,1517,1938,422,pedestrian
P7,1519,1944,426,pedestrian
P8,1654,2202,549,pedestrian
P9,1658,2201,544,pedestrian
P10,1769,2185,417,pedestrian
P11,2176,2558,383,pedestrian
P12,2250,2914,665,pedestrian
P13,2395,2593,199,pedestrian
P14,2528,2625,98,pedestrian
P15,2613,2813,201,pedestrian
P16,2614,2666,53,pedestrian
P17,2644,2808,165,pedestrian
P18,2915,2969,55,pedestrian
P19,3023,3087,65,pedestrian
P20,3763,3880,118,pedestrian
P21,3938,4210,273,pedestrian
P22,4775,4940,166,pedestrian
P23,4579,4942,364,pedestrian
P24,4840,5264,425,pedestrian
P25,4978,5026,49,pedestrian
P26,5295,5710,416,pedestrian
P27,5373,5846,474,pedestrian
P28,5549,5739,191,pedestrian
P29,5551,5741,191,pedestrian
P30,5562,5990,429,pedestrian
P31,6007,6019,13,pedestrian
P32,5966,6020,55,pedestrian
P33,5965,6293,329,pedestrian
P34,6124,6601,478,pedestrian
P35,6033,6091,59,pedestrian
P36,6220,6863,644,pedestrian
P37,6288,6506,219,pedestrian
P38,6785,7025,241,pedestrian
P39,7359,7474,116,pedestrian
P40,7789,8072,284,pedestrian
P41,8134,8501,368,pedestrian
P42,8846,8898,53,pedestrian
P43,8911,8976,66,pedestrian
P44,9102,9131,30,pedestrian
P45,9174,9232,59,pedestrian
P46,9164,9804,641,pedestrian
P47,9223,9899,677,pedestrian
P48,9218,9364,147,pedestrian
P49,9294,9585,292,pedestrian
P50,9299,9620,322,pedestrian
P51,9431,9641,211,pedestrian
P52,9787,10168,382,pedestrian
P53,10092,10101,10,pedestrian
P54,10203,10568,366,pedestrian
P55,10426,10742,317,pedestrian
P56,10614,10804,191,pedestrian
P57,11030,11142,113,pedestrian
